"","C_No_Treatment","C_Treatment_A","C_Treatment_B","E_No_Treatment","E_Treatment_A","E_Treatment_B"
"286",122596.297415265,290590.9638419,255339.110771764,20.4260502064639,22.3934128408299,21.4749802275597
"287",115075.216719116,301412.262566576,284081.817667227,21.7529257615845,23.2904779475001,22.3371666717341
"288",126357.434869204,319981.27609408,291000.886683664,19.4719353942173,21.6520494419571,20.2362470947232
"289",108448.856276339,281152.960918662,242537.549535269,21.2670869927431,22.8304580617528,22.2047849490285
"290",96931.740014626,235468.345784489,210037.667326239,22.5641367033946,24.0801900580553,23.1585025467629
"291",113393.590012528,328485.107967234,306573.658960393,19.9436961782586,21.8401131143498,20.688400026215
"292",120944.845001808,319584.369066269,276931.50722764,20.1321526179331,22.1054513914276,21.003306181246
"293",120575.590007121,295820.136761861,266503.224538273,21.5517485515128,23.1836604868792,22.2433767762856
"294",104135.303227231,255644.86257394,232387.904176491,21.3994114853814,22.9001199326928,22.3023977990127
"295",117617.201721944,315566.290909128,283181.140807832,19.2163165485856,21.3472330159154,20.0242829304939
"296",122231.546346543,291447.988135694,288695.536017753,20.4466325898357,22.3956877987568,21.0018258233235
"297",115082.824280062,354191.109357251,327518.862013609,18.7583700213012,20.6555265058292,19.6527429246853
"298",124737.949543248,305220.506852484,279358.490040915,20.1515930002369,22.2074662297664,20.9959777446201
"299",99471.9041590817,264543.748926685,246657.91690515,21.0947045003623,22.8221264877046,21.7801043107312
"300",115405.566265322,292545.781457356,251572.391456265,20.8064953619722,22.7374923247121,21.7165690361351
"301",119223.361578596,301222.847139934,284558.818563184,20.5605785920082,22.4543182648858,21.1896305941939
"302",113625.449685953,279008.545226241,249894.254693705,21.176338482829,22.9488320051403,22.0643911256991
"303",118882.976975836,303132.61739502,288992.092375381,20.8633824265081,22.683131092856,21.4288626015889
"304",124393.742625114,283095.428679016,254377.469190492,20.913902548559,23.0022986844231,21.8279511055368
"305",111375.006395818,274257.954457387,258158.001583462,21.7823871527949,23.3432909990701,22.5071687484892
"306",110356.233845107,283725.728095998,254183.611501722,21.1849250352858,23.0126577182965,21.8551566465723
"307",115766.636748834,295820.259095628,267651.301549225,20.6498133761633,22.5058862410256,21.6760066374599
"308",116807.328221512,308953.200228414,284642.865902803,20.1583487644854,22.0639041186223,20.9583828573438
"309",102808.093209373,278655.965958889,249857.033489352,22.0633641792722,23.4977175229867,22.7170495131456
"310",133005.0182452,352685.497821859,303447.016073314,19.4279412416174,21.3178205162739,20.4781979252095
"311",132458.721865071,345848.796599057,322968.972248913,19.6753371923195,21.6796410879363,20.341327157658
"312",111969.630933129,277065.407521166,262806.487676873,20.3975205212937,22.4807801123666,21.066705295316
"313",139907.597365408,351143.866855709,320988.074868796,20.3785767852536,22.282317327188,21.1644721144195
"314",110487.829621815,296335.602833696,276115.58926836,20.6043953208989,22.2864472906701,21.4522059985484
"315",127743.930069149,297749.795793198,271455.079332023,20.9729260656544,22.9943399099104,21.6770945209662
"316",130034.280960915,341649.712928424,321495.931580546,19.4461703968867,21.4668724892389,20.2378179721346
"317",131865.903251797,305158.648058313,291210.387814529,20.6891387285817,22.8119544329643,21.3030428270731
"318",120353.472323126,340326.05518862,318562.965440079,19.4698555346766,21.6408370338523,20.1818067828665
"319",121687.439427481,309078.06120111,286493.132334782,20.3050496396617,22.4093184524558,20.9815829992252
"320",122630.24841875,341788.77796836,323065.364122201,19.5426730844087,21.4332303239999,20.2171482502788
"321",113776.184592139,284862.023946727,253156.395351743,20.7745265422916,22.7218399603505,21.4019266306771
"322",110862.918853466,296450.024180518,262219.24711254,20.4763413727064,22.3209019301754,21.2621841977952
"323",119339.874440804,327616.798393965,308006.015844897,19.146405257245,21.086479112078,19.8678205413759
"324",123182.585651007,352183.070272004,333182.983629412,18.8588980008551,21.057224820531,19.3522392713302
"325",118462.697760157,272153.480443878,239588.741150852,21.6128398983817,23.7879451342518,22.3729624073507
"326",121676.785532998,323959.774267328,304367.582328442,20.4539818194653,22.1542754906101,21.2227983571159
"327",124348.757675131,329835.730914433,286313.947174034,20.7770389992344,22.6720562907537,21.4506899054223
"328",135522.720963335,316025.016685293,289431.987250003,20.3418102986094,22.6362769428206,21.0538892437577
"329",117380.879454951,304667.215394587,279346.290942734,20.486437888999,22.3454296576866,21.1814201595562
"330",119623.040375938,303612.382470739,286149.044682719,20.9402776900232,22.7789660473206,21.6213294595927
"331",121143.262932592,313000.020504778,305667.948582796,19.6752748846623,21.3559720421771,20.6177046272898
"332",110548.328050983,267019.471288308,239897.088274438,21.2360228944665,23.2193848583963,21.8729671495934
"333",100942.037353317,249337.774714801,231267.660402675,22.1511564748678,23.4903010631022,22.7634494442728
"334",117863.663089556,301649.229128514,284431.523099445,20.8768701666837,22.7553436779425,21.5050238577616
"335",106480.536354308,261505.746247732,238569.775297083,21.8790998831628,23.2910015189357,22.5857671881598
"336",105776.162010648,306069.149123706,274360.062180518,20.8434711065518,22.6246325196816,21.4862232062436
"337",129596.07708663,336230.004979722,316858.247611383,18.8255932304239,21.088513108443,19.6422723120226
"338",129205.670074873,312213.665476508,288903.268532667,20.773830792673,22.6639369708987,21.592696722854
"339",117523.969502561,321749.099982002,301108.328722764,19.4545017817754,21.8634471400139,20.1646128786541
"340",116754.369662964,305585.349693673,289962.545411921,20.7906713602456,22.5234147300478,21.1612971630792
"341",124466.383971049,332841.853437644,301106.959345934,19.7816699005339,21.8699654552796,20.5319725217509
"342",114891.810886806,338926.363529156,306851.61856251,18.6672578871083,20.8663850825434,19.5697415793635
"343",128066.707356646,313455.005401152,299784.163723971,19.8876744603517,21.6364905021626,20.7845393371135
"344",127490.259655031,316212.41162445,281700.871524397,20.5017850123781,22.3925384418752,21.2862703206571
"345",112985.550925554,296376.906669452,278551.796500604,21.0685786968401,23.0510984587162,21.74203766857
"346",123607.079517276,349496.682005967,339781.237500022,18.7005048003889,20.9561686677141,19.3925997904174
"347",107027.817000777,249358.233079786,213751.341414063,22.9660868431467,24.2170015707793,23.6131852599413
"348",110736.895477545,322255.914204761,309096.535671107,19.3267438139756,21.3530585033998,19.9386301724501
"349",124270.757197048,309023.217135609,295788.114945215,20.2339718975028,22.2389162567578,20.8028325809806
"350",121079.304918497,309995.450258694,292155.670198807,20.5905263272183,22.4978663932669,21.3657334180504
"351",123781.574136718,296968.0949833,271191.439547299,21.1664567274586,23.0083340611817,22.1170026525828
"352",100493.49350022,232681.994067897,201984.115909364,22.734714429102,24.1623002852756,23.5833158808765
"353",125636.592277177,320659.218180633,312250.092257622,19.6569280042586,21.9497234773402,20.3325357619552
"354",120060.970054528,278576.521940387,267322.31348384,21.2537441527262,23.0082560581297,21.819002951872
"355",133212.63930718,328090.920247879,301199.163478948,19.3545213621891,21.6923790032656,20.2158498251131
"356",119553.817092787,312072.415821326,302925.566579713,19.7748440575156,21.6918039025958,20.5992093105971
"357",121400.134019156,321307.285506779,300237.760127501,20.1383714707001,21.9196953082728,20.9832157771186
"358",125351.993232208,333160.628819226,292296.231026318,19.6515333401943,21.6942147664468,20.5102861366399
"359",116661.066161116,336249.375064587,294452.584472622,19.7567834550513,21.4670750606633,20.6837402673319
"360",119932.984893588,304007.826242852,298220.723213096,19.901185190485,21.8953514505551,20.5159128948742
"361",109072.068291142,256312.423447096,223510.413104648,22.2357726599141,23.6020404904658,23.1190226529035
"362",116723.028657239,315593.305532345,291523.648643294,20.1709900542821,21.7454939894374,21.0427962228633
"363",132389.043239478,317951.559409559,331165.428797185,19.3961772919944,21.5155262784145,20.0216134314417
"364",132353.14475643,365104.804035898,343305.796270738,18.8852568853737,20.7961182883219,19.6151629640157
"365",106345.719938095,290050.54508186,261141.026316915,21.5548862882684,23.2716406655455,22.2521458811328
"366",118735.319526266,280516.756831508,254592.251276484,21.3945293670636,23.1669735314952,22.159981856465
"367",119109.782097895,289721.862455849,289492.864236741,21.3050618553512,22.9264681477354,21.6122528621331
"368",114433.711589108,296088.272668719,285711.10137916,20.9361747019181,22.7983995007421,21.6142006068135
"369",123634.35104719,294571.743281246,254190.517072496,21.1586797596245,23.0385137724334,22.0164772361793
"370",123140.772660527,330289.906414007,308611.601061895,20.0077640798807,21.9646467583653,20.6545639446853
"371",129423.71489634,297854.69326076,283708.85080126,21.3944486677927,23.3132587598911,21.9545917900074
"372",125529.313598675,317089.028088808,305431.518450572,20.3541443287369,22.1634368337384,21.0822323232976
"373",126918.182844358,326975.917536787,285127.183517101,19.0225137960555,21.3064626476521,19.8079531833998
"374",114627.448277799,300722.703598638,291919.903094509,21.1797011050174,22.9593524046646,21.709758722594
"375",109888.167244211,257635.599921506,229890.955685435,22.0337855413332,23.6176138518804,22.7918657256804
"376",121365.338167859,296983.455529991,276515.005713993,20.7200300548939,22.828952668907,21.211915252359
"377",116689.813127321,306426.597681581,294228.843902649,20.0486698855721,22.0731594812801,20.7035587840499
"378",123070.153962355,320606.319750941,293233.121411711,20.4185666610907,22.4368686948924,21.0310836707371
"379",121897.870482267,342935.095054176,327883.244917624,19.3772899122741,21.4835603861106,19.9369015238151
"380",127316.991433835,312493.648007631,286037.438421363,20.09547272269,22.2365400013535,20.8085433056166
"381",117181.579807035,327353.269222215,321319.096366905,19.4494853543182,21.5424538470586,19.9368136833648
"382",116780.72864393,298443.050881345,282841.923319134,20.9855641206648,22.8971044978731,21.6429990264084
"383",117858.697811668,307400.296538679,271249.435786883,20.5990662248889,22.6222027951153,21.4532478306876
"384",103359.744339014,316169.167298804,283207.220661535,20.1271140772579,21.7911870389123,20.7446742536333
"385",113228.214478849,306243.920093919,287125.837230207,20.5692563329464,22.1869411246963,21.4010572246388
"386",123446.079696328,289666.190596398,267015.714876783,20.7682639440033,22.6683303310125,21.4848976767818
"387",125663.445669056,360726.064926577,312621.494248673,19.5517947094911,21.3082597275229,20.4813184763213
"388",119411.722633815,303164.920670253,265916.049755693,20.1053133548957,22.0873990673216,21.1888539744736
"389",113118.272594473,281990.371730517,262049.134390369,21.2149531978642,22.9505457986724,21.9895283847622
"390",117111.866790177,292304.057416173,264243.662987574,19.996325295201,21.8829653361679,20.9293123195384
"391",122430.362871831,320151.779348092,289547.559537493,19.463378806085,21.4625868350076,20.3794112871348
"392",125095.640268112,288039.663066066,278720.382106935,20.8128397779903,22.7020846775857,21.4919641452703
"393",119364.967805966,282103.206104455,266530.936882887,21.2197898064568,22.9303562060058,21.7671071380665
"394",125077.794446569,303411.845171915,279109.245202375,20.5602066318637,22.3833269040288,21.4724862095562
"395",118210.094994137,295161.50949423,253144.057288071,20.9381497997643,22.8526597688228,21.7194505740881
"396",114244.603361423,289291.785795018,246569.457473073,21.6049488012846,23.2612778716869,22.3833794575463
"397",123599.890591028,309422.22096841,280771.059607008,20.0793192736232,22.0400410095003,20.9759303216235
"398",124094.643019283,343401.125880893,321046.200682612,19.1314407449034,21.1764814638186,19.8709279722997
"399",106773.752086589,250570.031792333,237102.971203798,21.84012201988,23.5703811148409,22.6386743995287
"400",134199.198291206,334420.896840672,307280.920983331,19.8360544147037,22.4129653016173,20.4049038513316
"401",116793.719682872,316527.390299157,306962.454196645,20.2048806463371,22.3451605036264,20.6420996610972
"402",104995.034033849,234842.265216119,224333.27940478,22.6559636141081,24.0221780455578,23.2175659828632
"403",112115.681715547,284555.707111116,249419.111373583,21.3153108650125,22.9090759232986,22.2241163403136
"404",105362.699385027,276529.929035048,246973.746749708,21.4533839675734,23.1920879812572,22.1644821494452
"405",113296.724446951,301469.691158523,281378.184282762,19.9983924371673,21.6977338225549,20.7235275475594
"406",126322.780391637,279922.661156523,268986.630493441,20.9544748987711,22.8491769389629,21.7585171446927
"407",112626.423646702,266076.85983067,259313.223720628,21.2670780399391,22.9855436511106,22.1070311134081
"408",110241.183662646,283544.160436814,258641.953344393,20.7243803489272,22.5728025110334,21.5628566863
"409",128583.446071472,306017.357833463,280286.720337221,20.5527251748341,22.4103823007305,21.2600863930651
"410",107490.96785456,277785.112905968,242554.13733235,21.6636237510008,23.0947813049493,22.4994123543155
"411",123515.89646147,312348.905031267,273429.334704404,20.2238907211788,22.2568820044468,21.1240565211155
"412",119708.508653613,295094.586589287,287608.126111139,20.699289598315,22.4589095705032,21.4641785754535
"413",112378.531246246,257355.192225544,221964.944661092,21.9483852874881,23.550704138385,22.7015584209513
"414",113879.606500824,278385.057047946,250946.341864484,21.1692873870613,22.6881659767496,22.1283049768467
"415",107768.951380539,259723.929002009,234802.868626818,21.9988712836992,23.4533434132894,22.8432829322176
"416",113985.504832621,242516.943386926,228815.191817521,22.3230126804518,23.8012028929664,23.0350395998072
"417",103799.333428306,270848.87986553,244408.687720955,21.3519356973169,23.0797643734473,22.0259703428826
"418",126913.498487763,320064.235590196,286901.838616705,20.7732117556483,22.6479242816665,21.5085489606305
"419",126589.675308187,306548.845891802,290641.101749319,20.6134581403177,22.6263617917007,21.0790999656292
"420",110077.396123948,276289.431778669,250580.006663467,21.2471959531322,22.8657295881616,22.2322239749503
"421",134115.472946979,352067.010283759,308701.211484598,19.6593133182731,21.8489339851144,20.3981009919078
"422",114738.218491023,279435.750544204,272932.911747952,20.8593843481787,22.4840919541384,21.4568299372995
"423",117838.131602486,297493.463176707,260472.588223066,20.6213859718717,22.3967499416681,21.3831475674077
"424",111868.258407735,293753.221348593,278721.437332846,20.7064568727587,22.4047644242123,21.3924047577694
"425",122767.189380665,306596.287539107,312624.810192054,20.361863866202,22.2626481943407,20.8083183050782
"426",109464.975572624,278035.410695769,247661.354671422,21.8027561165764,23.2405394706667,22.5388533705541
"427",127906.064100093,360509.087311195,316487.761968779,19.2456833596547,21.2009380945117,20.1938591652692
"428",125301.334030503,314714.283650015,308251.870810393,19.6070908185199,21.7462845142313,20.0962845366118
"429",116866.216747085,319666.913665237,300446.150307871,19.5256412440594,21.4596326687756,20.0877235517761
"430",129756.086606824,316365.355239858,298210.959725725,20.2707330882987,22.1743950122666,21.0812390089808
"431",124165.428145986,291882.042267064,273972.24708116,21.9963975296019,23.5754798207582,22.4894467204408
"432",112924.793667795,297012.815036927,270445.0795759,20.5294505028336,22.3303845784154,21.3937694737985
"433",125384.985025663,290009.969787712,276082.946440188,20.5166898676566,22.5146597646206,21.1833691082536
"434",111200.281546606,294838.668175291,261258.365624732,21.2823719966722,22.9095474335936,22.1407731823343
"435",117803.167356309,270788.823621696,236680.880761811,21.8033348090172,23.5394681777753,22.4702298240006
"436",133426.74025386,337225.876192364,317919.826265651,19.7075148202301,22.1416846084167,20.2778047551854
"437",113481.194153444,304068.921544262,284492.389920397,20.537974513984,22.0979466473082,21.4347897270741
"438",108580.920037895,292150.586366837,282581.356122313,20.3358299259827,21.8838381484575,20.9933144509519
"439",105682.783052797,238213.850624913,216518.299173959,22.628936695847,24.0907609895655,23.2711908477684
"440",125599.006161849,314562.646163951,293271.288057061,20.4259643067777,22.3147781684663,21.3242791996245
"441",114924.018752521,285261.313368419,264742.786623742,20.5373110603495,22.2839067543093,21.3852120386292
"442",132255.850934635,303189.443635772,278417.623886502,20.0365399248302,22.0949743058827,20.8031658429315
"443",96815.7317864869,254923.337404864,230250.663688628,21.8442412110281,23.4369164318009,22.5406647231106
"444",121818.324554365,320360.665090704,312228.429008093,19.4823810087641,21.5232924987203,20.3042704200423
"445",110606.697350106,295172.493941166,273667.986952984,20.8109270917178,22.4767713078994,21.672990782491
"446",115188.954456912,284574.500443082,250475.366390858,20.9409103815747,22.5847261102002,21.8338917725482
"447",132738.818632168,352663.675495898,332097.122715931,18.3488761960746,20.3330526612224,19.3492928921092
"448",133085.065381896,289986.752802936,268580.760493047,20.7285416124904,22.6108736379031,21.6530038701628
"449",106279.767402073,279487.126622751,239514.763595137,21.0509570985215,22.7417416240566,22.0606537620059
"450",117706.458912043,310186.811002948,281581.656929048,19.919260482658,21.7558538830467,20.6700883811665
"451",121273.638407501,329401.048823969,308298.580259305,20.7798662501049,22.6802867293165,21.2572403043799
"452",123666.443121084,303539.3694918,274280.92441938,20.1838015958584,22.2773295939877,20.9177745933486
"453",137915.970867703,343689.226162123,311456.63213355,19.7744290246456,22.0251552642877,20.6113357205541
"454",122423.082691741,300954.314215524,285064.512875756,20.4368329375196,22.3546004521351,21.1930461992214
"455",106571.666627959,261316.369236942,235993.047465954,21.7491825012373,23.511768915527,22.466108996846
"456",116229.619442614,290679.238004516,265767.508288377,21.1599212246932,23.0025852100554,21.7795355029941
"457",127397.943400048,339200.537237158,306896.52021779,19.5793683597655,21.5240581446915,20.449889572686
"458",118927.02655835,270430.106787373,251567.242920769,21.2683304406003,23.2652403755458,22.2018478212938
"459",125882.573584006,309298.122611145,299694.729042122,20.7578007961178,22.8099146398821,21.1534722168161
"460",129004.147695428,311424.322554996,308658.480089787,20.0638222403798,22.2353651719545,20.6178389088448
"461",119665.592607535,312563.226401814,296387.190265393,19.946060834278,21.947013807937,20.6589703114414
"462",114865.108052438,271445.364925184,260271.352933977,21.875472058381,23.5769070519681,22.548807074246
"463",119092.782299575,284226.181615553,262169.408785715,20.8850464768439,22.7690150670787,21.585305643346
"464",113626.024538713,251990.600410004,228429.713091209,21.9738002753444,23.9061145865801,22.5590539063202
"465",118319.193021991,303901.328791442,284123.155693272,20.3598480589539,22.2818618104864,20.9572884519003
"466",136168.602350709,324421.634889968,312299.728288442,20.2156462216422,22.2323563575508,20.8794966883715
"467",106116.226511945,266081.403522249,240820.588681902,21.7582522734241,23.0682503850083,22.6195008046453
"468",123071.34829347,292994.56090358,262578.875179051,21.517782917807,23.0971770616401,22.2724461110887
"469",100078.111931264,296447.82677656,255727.375407596,21.5893323733205,23.0724205295772,22.3230073023972
"470",126157.995563911,311758.632589909,274296.114033347,20.5421676188648,22.5734021992919,21.3441118390348
"471",123101.541144698,326361.902823823,283959.585939067,20.3442541271279,22.4268687828452,21.2553337146781
"472",117478.475794599,275678.442554088,267744.078236488,21.8438856639582,23.709018758502,22.3295203166977
"473",123297.869080882,300609.467626462,284858.864480555,20.6529927097725,22.5758067203331,21.494736028698
"474",120007.197902907,344275.280349952,331001.284462977,19.5344086864056,21.4008777438191,20.154086972256
"475",108432.035497637,288044.524317904,243996.460839549,20.9489321425046,22.5933564505403,22.0127248385215
"476",128600.883748354,328742.135169788,311618.146662268,19.3572880110882,21.2594238733344,19.9977869337752
"477",131800.1767223,332477.426640821,317470.197157319,19.6893822397062,21.845590385474,20.256241987633
"478",109275.064578194,290645.890078529,270481.620352578,20.646931233654,22.2869214160227,21.5079470323937
"479",135637.553777265,328491.682959618,304485.683763715,20.2771970208593,22.4664885541154,20.8046069137664
"480",118347.013960743,289854.561359306,271597.176417806,20.6563760241586,22.5871561423045,21.5640352629707
"481",120169.877503426,303949.966752148,275457.426292665,21.068335499237,22.7647376561762,21.8269569614687
"482",118098.878598511,279509.233850856,277143.646999753,21.1251813180052,22.8754547096312,21.7137054299213
"483",117758.934764395,306330.723934978,278933.529046513,19.9036419481042,22.0077341068801,20.8571561392364
"484",115014.249065082,316158.743968318,294110.551181407,19.8559503076616,21.7050023318544,20.7515219206812
"485",119085.084434577,311926.596307848,281565.918074842,19.5331589973075,21.657495959026,20.7098114468112
"486",125977.248363094,378230.695917908,349857.100697817,19.6780783183083,21.6197019489188,20.2495826283581
"487",126937.980517203,302078.308984579,284374.897196952,20.4543737766815,22.6168293152575,21.2839925434514
"488",118577.388883077,311346.225050426,278662.743352038,20.6276403663118,22.4268441534335,21.4554735631972
"489",116940.873415127,278364.537358478,243839.248370613,21.6958756754951,23.5797014197174,22.4839526681531
"490",130213.01654116,350688.289831613,329739.330988697,19.9237645278437,21.8787579137509,20.4987726829393
"491",108570.393957025,302360.242235882,271587.202114361,20.0967593882198,21.8778083464143,21.0360176008951
"492",119397.592925926,321959.770389978,318148.965680203,19.49593429937,21.2221262223548,20.3814462661602
"493",110673.536122217,318355.896729939,271730.793768864,19.8462806035481,21.7081031600184,20.8046217682826
"494",106985.109448962,308768.98862841,269616.066644274,21.0088893091817,22.5586591733135,21.8469107056169
"495",130643.432542274,341821.279761585,315514.813685197,20.1535437200739,22.2164472936261,20.7505294150248
"496",119729.957553354,290269.554176248,262709.848894123,20.7210926107325,22.5779137768811,21.46516341452
"497",114382.07508636,314739.386924605,294614.181928028,19.9980365777472,22.0760023289048,20.7886059698898
"498",101794.998002963,246737.665763048,210161.386403613,21.9830307389446,23.5098472977016,22.9580899226059
"499",114937.135248543,283471.391449265,258245.906616666,20.9832559765574,22.8505961634464,21.5047521471907
"500",115112.255249573,294171.240913577,284303.137810451,20.0149571456674,21.8976486315207,20.5829793235026
"501",124112.091969299,353863.909898188,328110.505529634,18.9324455961466,21.0752063276898,19.7321299872639
"502",113444.10467847,285357.006328207,245087.626258611,21.214153827684,22.992906960132,22.0805683917426
"503",111519.386311804,303246.910918448,266823.404976315,20.7383629132905,22.5738245288031,21.4486585359425
"504",120395.007285571,350744.800998251,324321.621489142,18.8226612364024,20.8500199659739,19.4829737561738
"505",115507.379335205,333454.712933506,324513.63659555,19.2911069217608,21.0637919239312,19.7876114559322
"506",118302.742451562,306397.510409974,287427.870009324,20.8205602544978,22.7845372978143,21.4263961014101
"507",123165.585354439,321384.031959906,300565.03478478,20.0872601080117,21.8874425380315,20.9276633872531
"508",111169.400478713,286404.44056421,267496.169399849,21.3822130053049,23.0544242105803,22.1201117023819
"509",114963.943115955,302752.915097234,286923.952352443,21.2663492827167,23.0026669742821,21.7511906347583
"510",97310.6740765238,250564.710469937,223005.639181278,22.2125212571044,23.44348724668,23.0676577975606
"511",111963.342810473,265039.697759175,248372.487043967,21.3578056370365,23.2445385279943,22.0489842251619
"512",130605.046731257,307331.831606749,286366.788909282,20.0411382453713,22.1598407140197,20.8909377462255
"513",113210.777370086,271253.876464446,247649.524583329,21.7933117309918,23.310789724478,22.4027846609462
"514",117695.873447072,317432.526175182,280086.989587509,19.5652635545343,21.4273194876543,20.6963691284392
"515",117145.165404622,310098.550021513,288730.374599493,19.7846620843655,21.9189715352763,20.5908219834
"516",112703.299629459,238397.673984051,225604.518239257,21.9801982884663,23.7804323807197,22.5099832019067
"517",112285.050252759,311240.65418939,268566.321056214,20.2926052830135,22.005017564589,21.2038019434819
"518",109073.558227441,253028.589313866,222666.52390272,21.8556211679807,23.5446511670629,22.7759329886717
"519",103892.058460954,260342.965248509,240657.76964586,21.0920165810511,22.7570580895266,21.9891921895662
"520",124584.556759974,326219.880042772,318627.587176091,20.465104037633,22.372019786304,20.9146467100055
"521",123874.403991253,314926.624837291,279405.581286771,19.8160749657242,21.6336039088405,20.9364402794577
"522",120556.818893641,327178.533329898,279823.668576393,19.927734152743,21.8534723753273,20.717487727252
"523",130401.02648148,337109.446061874,319042.168332922,19.813996506034,22.0174828575706,20.4181515815086
"524",128800.498418286,296766.890158272,276504.111433925,20.8000789253988,23.002196051137,21.4747429974701
"525",109939.00716624,293435.857388266,279550.810833532,20.6537208421638,22.3119777722959,21.3983247842245
"526",116150.515534861,319227.986157154,286456.203383507,20.5284830193133,22.2688712406827,21.083992634295
"527",116449.165799217,268199.18051174,253251.242944174,21.6517413141751,23.5339648413193,22.2496262861155
"528",126140.430681604,316828.184658276,297792.51999134,20.4085386882121,22.4346884394104,21.035352171773
"529",117027.42020206,295310.632425548,279308.98660033,21.1395921651433,22.7345023670361,21.6420898063023
"530",111388.559365674,297731.656708954,281754.279969794,20.1467542118851,21.9316578178557,20.8557816636429
"531",110676.821661528,282384.979602744,265285.83634933,20.500110352256,22.2348885410262,21.2493308094574
"532",115101.126574499,325583.580611482,281855.530335834,20.4210418322517,22.1253416347402,21.4245984009436
"533",129560.829533085,345022.673667559,301346.422549815,20.2359166923683,22.1272185570579,21.1819565086713
"534",126813.179238663,331087.311547888,301703.533972351,20.0718967535773,22.0898953920632,20.8867856290188
"535",116857.293098032,297813.88429147,288761.879854641,20.2026246586478,22.0540962382017,20.887631636628
"536",115354.903467883,292583.243553222,271141.837587135,20.9522319127135,22.647839101156,21.5925817666393
"537",123275.442216481,318741.146010265,306497.223976042,19.8341160226622,21.6998701886648,20.5669874770097
"538",126785.334858628,287794.875404985,278155.397507835,20.8293140683666,22.8318959325542,21.2960432622167
"539",129791.622071487,348394.658554194,316567.149433515,19.6030689452371,21.6793707272088,20.2365857395405
"540",116984.054823778,278704.29914607,250437.815915481,21.2455318254115,22.8116694284996,22.0285255522162
"541",118245.248331469,306575.230243783,287128.529543392,20.1153265301313,21.9919251215047,20.9001246337683
"542",117096.98807456,301912.182659824,274694.745330785,20.3377677872068,22.391231094602,21.0693773290649
"543",129099.360016359,340434.812955831,303925.260710415,19.5459471932163,21.5395252466073,20.3811746024582
"544",108675.807003634,300671.028818901,282921.602726899,20.5612751917902,22.1136952222869,21.3894354444247
"545",126937.657740769,337936.398606411,313382.170326651,19.822416198781,21.9787841537162,20.2397386959389
"546",120302.592804204,290665.497131409,268934.140284913,20.9918315511285,22.665804574596,21.8514188927233
"547",133506.362350649,326600.592293146,296223.224067555,19.8295526953977,22.1529110343772,20.5442566372087
"548",129477.733671411,311466.066427955,298515.513728584,20.2721508242497,22.2539752876148,20.8599001597954
"549",124672.926227993,315195.185660919,280762.225490051,20.7348137982687,22.4657780319712,21.6588770894845
"550",128948.774899512,314332.386475868,285807.323494481,20.7992008082309,22.7238712771362,21.4428940759232
"551",106230.587253574,258515.750017108,252392.256284874,21.1801872203872,22.8520262689651,21.8655004761865
"552",108531.234081233,271121.458458677,233356.018364454,21.338488913162,22.9371535646837,22.4510362999933
"553",125902.249972679,309313.716757989,286408.745309916,20.2975075305343,22.0702340462389,20.9437566888183
"554",115838.598686187,272243.743325614,246472.772492452,21.5188710464536,23.1069910202118,22.1758837173249
"555",124560.072212527,307229.792595405,301043.729132336,20.7028673887783,22.5396816627876,21.3480145886409
"556",122126.702289705,291957.589411663,280795.333566213,20.8044494521067,22.5887281145345,21.3220855444868
"557",112866.339054089,269452.850545122,238895.607000535,21.3390223362117,23.0788069843808,21.941789865654
"558",110358.539498978,314118.3344998,282283.841075673,20.427212115999,22.2735998855695,20.9296705397636
"559",130602.523029095,319297.596468965,312768.61918746,19.8379208008201,21.9552489917265,20.4259276007058
"560",108745.353891269,264011.104600771,242840.508544844,21.6815668685631,23.2325951271346,22.3042769387817
"561",120897.152345544,302264.946071291,272831.169122809,20.5928961804763,22.2519758222575,21.7758910849479
"562",119449.015336554,316263.807161779,297151.206863125,19.9045284585989,21.8341949448845,20.5862152235733
"563",129397.754911466,314119.190334393,300955.647235605,20.0638185846154,22.3493441145154,20.8017469132724
"564",129228.637716692,357490.26629703,338369.386160268,19.5034956564281,21.5620763721207,20.1094737141022
"565",104292.475650375,272545.286547131,251985.467643412,21.0691107191697,22.6208961577386,21.8359681828195
"566",119559.872203539,314413.833134141,282119.177683133,20.1707569915844,21.9828990940463,20.8581681598188
"567",118527.438000844,300531.275825011,271802.311278868,19.9494247321333,21.8510882614896,20.7424599108714
"568",108193.572081496,257266.646454897,233751.122647411,22.0309878737969,23.444353953244,22.7072721469246
"569",115031.457805603,295983.018510752,276044.828520849,21.0417132558648,22.762151947276,21.495809912127
"570",122038.568952289,306507.666714112,271364.107066242,20.4973348182686,22.5664434059422,21.310477803922
"571",120498.752665717,305003.340328302,270733.28281337,20.0469982846834,22.198064055411,20.9629084373106
"572",126718.111143233,325333.134869077,313497.690264729,19.1828171604901,21.4646878218622,19.8172946880468
"573",114591.689547136,301689.303526962,259458.90277116,20.8806038437627,22.4944288264175,21.8672556173724
"574",118276.311418445,274892.663632496,252699.447395909,20.4862021119489,22.6558545037908,21.3283595945126
"575",116846.467760594,329735.459002688,300305.094037565,19.743394694389,21.6767012398428,20.4739186455727
"576",119056.728773703,288936.960093014,267717.604064348,20.5649142894126,22.7868127470813,21.3365203889284
"577",113155.397844495,281770.559948084,260230.568964133,20.7860719243026,22.5173657503185,21.7967570076693
